iter	Logloss
142	0.1380974669
143	0.1380770846
144	0.138033933
145	0.1379867985
146	0.1379465928
147	0.1379007818
148	0.1378586414
149	0.1378126727
150	0.1377564105
151	0.1377110333
152	0.1376815902
153	0.137642228
154	0.1375948466
155	0.1375548844
156	0.1375181657
157	0.1374592164
158	0.1374200971
159	0.1373667328
160	0.1373206384
161	0.1372677393
162	0.1372424872
163	0.1371777905
164	0.1371373886
165	0.1371054267
166	0.1370519186
167	0.1370029358
168	0.1369638068
169	0.1369385027
170	0.1368992874
171	0.1368642506
172	0.1368396832
173	0.1368071758
174	0.1367705519
175	0.1367326963
176	0.136689193
177	0.1366500309
178	0.1366146607
179	0.1365597331
180	0.1365042889
181	0.136449044
182	0.1364126178
183	0.1363718973
184	0.1363343898
185	0.1363001398
186	0.1362883242
187	0.136271378
188	0.1362352568
189	0.1362092756
190	0.1361837248
191	0.136149465
192	0.1360959513
193	0.1360689187
194	0.1360325408
195	0.135993559
196	0.1359773209
197	0.1359203336
198	0.1358732977
199	0.1358175644
200	0.1357744833
201	0.1357354154
202	0.135699915
203	0.1356688744
204	0.1356196712
205	0.1355637719
206	0.1355247455
207	0.1354775747
208	0.1354295265
209	0.1354059868
210	0.1353716984
211	0.135357396
212	0.1353137107
213	0.1352801297
214	0.1352313574
215	0.1351818988
216	0.135129939
217	0.1350853622
218	0.1350506834
219	0.1350240119
220	0.1349858744
221	0.1349606037
222	0.1349070288
223	0.1348667226
224	0.134828873
225	0.1347830687
226	0.1347353056
227	0.1346872284
228	0.1346517765
229	0.1346052052
230	0.1345642542
231	0.1345115363
232	0.1344835112
233	0.1344311944
234	0.1343870309
235	0.1343415335
236	0.1343105509
237	0.1342711407
238	0.1342452839
239	0.1341987466
240	0.1341677475
241	0.1341234984
242	0.1340764786
243	0.1340336985
244	0.134004076
245	0.1339590193
246	0.1339148607
247	0.1338693411
248	0.1338181812
249	0.1337939276
250	0.133761709
251	0.133724054
252	0.1336762152
253	0.1336382043
254	0.1336081674
255	0.1335779419
256	0.1335381794
257	0.133505552
258	0.1334604471
259	0.1334338544
260	0.1333910935
261	0.1333561135
262	0.1333187985
263	0.1332662625
264	0.1332242887
265	0.1331919802
266	0.1331622906
267	0.1331127022
268	0.1330702684
269	0.1330332689
270	0.1329993436
271	0.1329518516
272	0.1329162094
273	0.1328613573
274	0.1328188162
275	0.1327739755
276	0.1327473303
277	0.1327071806
278	0.1326780481
279	0.1326274092
280	0.1326091361
281	0.1325660725
282	0.1325351687
283	0.1325164169
284	0.1324959771
285	0.1324676336
286	0.1324277647
287	0.1323820338
288	0.1323333306
289	0.1322906782
290	0.1322631886
291	0.1322332879
292	0.1322029149
293	0.1321616568
294	0.1321247381
295	0.1320891832
296	0.1320663026
297	0.1320268144
298	0.1319885483
299	0.1319654051
300	0.1319411309
301	0.131897036
302	0.131856999
303	0.1318326117
304	0.1317985831
305	0.1317655893
306	0.1317374915
307	0.131705779
308	0.1316776301
309	0.1316523084
310	0.1316317451
311	0.1316074485
312	0.1315628891
313	0.1315237119
314	0.1314959848
315	0.1314678351
316	0.131428477
317	0.1313910607
318	0.1313607515
319	0.1313229097
320	0.1312850483
321	0.1312613484
322	0.1312271755
323	0.1311924642
324	0.131149354
325	0.1311234422
326	0.1310928638
327	0.1310527815
328	0.1310166712
329	0.1309673804
330	0.1309504869
331	0.1309311764
332	0.1308928479
333	0.1308555831
334	0.1308192239
335	0.1307700469
336	0.1307350201
337	0.1307096275
338	0.130672412
339	0.1306289738
340	0.1305908029
341	0.1305672229
342	0.1305232
343	0.1304805938
344	0.1304347431
345	0.1303966738
346	0.130352236
347	0.1303052442
348	0.1302758392
349	0.1302317013
350	0.1301934192
351	0.1301542703
352	0.1301307346
353	0.1301066049
354	0.1300758252
355	0.1300521512
356	0.1300230879
357	0.1300005903
358	0.1299622366
359	0.1299152061
360	0.1298899433
361	0.1298597558
362	0.129813552
363	0.1297733854
364	0.1297179746
365	0.129666189
366	0.1296457295
367	0.1295972499
368	0.1295653557
369	0.129523109
370	0.1294955982
371	0.1294644271
372	0.1294358723
373	0.1293980329
374	0.1293805336
375	0.1293593226
376	0.1293190455
377	0.1292873142
378	0.1292396264
379	0.1292144509
380	0.1291974066
381	0.1291627614
382	0.1291467357
383	0.1291237961
384	0.1290902849
385	0.1290589378
386	0.129006346
387	0.1289802177
388	0.12893966
389	0.1289218527
390	0.1288954221
391	0.1288522092
392	0.1288118361
393	0.1287695338
394	0.1287276547
395	0.1286846363
396	0.1286553522
397	0.1286254465
398	0.1285924288
399	0.1285542173
400	0.128509972
401	0.1284749795
402	0.1284322416
403	0.1283940026
404	0.1283619888
405	0.1283218557
406	0.1282825779
407	0.1282527385
408	0.1282129503
409	0.1281876509
410	0.1281673417
411	0.1281238493
412	0.1280977453
413	0.1280747252
414	0.1280373037
415	0.127996136
416	0.1279653676
417	0.1279359758
418	0.127910356
419	0.1278789224
420	0.1278481659
421	0.1278209038
422	0.1277835935
423	0.1277528782
424	0.1277105405
425	0.1276811518
426	0.1276488668
427	0.1276179912
428	0.1275913303
429	0.1275679017
430	0.1275515718
431	0.1275146608
432	0.1274896136
433	0.1274551539
434	0.1274194535
435	0.1273999679
436	0.1273771903
437	0.1273423258
438	0.1273104394
439	0.1272908615
440	0.1272520193
441	0.1272176218
442	0.1271933273
443	0.1271634465
444	0.1271126502
445	0.1270697408
446	0.1270366997
447	0.1269985446
448	0.1269541695
449	0.1269099374
450	0.1268777203
451	0.1268664957
452	0.1268338032
453	0.1267986592
454	0.1267594233
455	0.1267449605
456	0.1267182881
457	0.1266946394
458	0.1266618044
459	0.126625982
460	0.1265862072
461	0.1265424721
462	0.1265077892
463	0.1264790813
464	0.126452927
465	0.1264136304
466	0.1263743229
467	0.12635861
468	0.1263276109
469	0.1262943707
470	0.1262595983
471	0.1262393715
472	0.1262094278
473	0.1261751467
474	0.1261497883
475	0.1261072269
476	0.1260762869
477	0.1260445391
478	0.126012654
479	0.1259782847
480	0.1259548179
481	0.1259147097
482	0.1258879046
483	0.1258616362
484	0.1258237614
485	0.1257877745
486	0.125758729
487	0.1257396968
488	0.1256994444
489	0.1256831172
490	0.1256575755
491	0.1256270277
492	0.125593109
493	0.1255657007
494	0.1255333048
495	0.1254979636
496	0.1254728391
497	0.1254364654
498	0.125408036
499	0.125386825
500	0.125353319
501	0.12531698
502	0.1252873979
503	0.1252616437
504	0.1252277875
505	0.1251896136
506	0.1251733302
507	0.1251369895
508	0.1250999193
509	0.1250708587
510	0.1250328895
511	0.1250114652
512	0.1249714148
513	0.1249319765
514	0.1249068731
515	0.1248802235
516	0.124839148
517	0.1248146514
518	0.1247724036
519	0.1247429828
520	0.1247164715
521	0.1246767332
522	0.1246390328
523	0.1246113724
524	0.1245678831
525	0.1245365381
526	0.1244980506
527	0.1244699818
528	0.1244627065
529	0.1244271995
530	0.124400262
531	0.12437734
532	0.1243453828
533	0.1243199947
534	0.1242920914
535	0.1242607201
536	0.1242274909
537	0.1241951786
538	0.1241599613
539	0.1241381927
540	0.1241192077
541	0.1241049951
542	0.1240656464
543	0.1240389461
544	0.124010431
545	0.1239823997
546	0.1239538798
547	0.1239160467
548	0.1238780509
549	0.1238469569
550	0.1238031914
551	0.1237466497
552	0.1237218713
553	0.1236837003
554	0.1236430736
555	0.1236028894
556	0.1235678175
557	0.1235371014
558	0.1235100829
559	0.1234720955
560	0.1234428945
561	0.1234078315
562	0.1233690072
563	0.1233355414
564	0.123306295
565	0.1232843643
566	0.1232423387
567	0.1232004873
568	0.1231739357
569	0.1231623478
570	0.1231512715
571	0.1231297492
572	0.123096369
573	0.1230757677
574	0.1230518108
575	0.1230343877
576	0.1230073101
577	0.1229787663
578	0.1229496093
579	0.1229246216
580	0.1228830313
581	0.1228625601
582	0.1228289989
583	0.1227933043
584	0.1227608012
585	0.1227334734
586	0.1227008662
587	0.122662922
588	0.1226423806
589	0.1226133823
590	0.1225841834
591	0.1225585596
592	0.1225234477
593	0.1224916665
594	0.1224665569
595	0.1224255308
596	0.1224086834
597	0.1223843694
598	0.1223661234
599	0.1223355615
600	0.1223208567
601	0.1222986973
602	0.1222574338
603	0.1222387455
604	0.1222094567
605	0.1221721965
606	0.1221360016
607	0.1221087688
608	0.1220937116
609	0.1220615844
610	0.1220342042
611	0.1220058878
612	0.121979292
613	0.1219386036
614	0.121919672
615	0.1219031821
616	0.121871672
617	0.1218519203
618	0.1218212487
619	0.1217942523
620	0.1217625949
621	0.1217373036
622	0.1217194727
623	0.1216916992
624	0.1216605734
625	0.1216421978
626	0.1216174462
627	0.1215932071
628	0.1215653414
629	0.1215392028
630	0.121524361
631	0.1214885385
632	0.1214718127
633	0.1214474411
634	0.1214198594
635	0.121398025
636	0.1213646327
637	0.1213405964
638	0.1213043036
639	0.1212686405
640	0.1212368078
641	0.1212050541
642	0.1211842301
643	0.121148243
644	0.1211258107
645	0.1210967197
646	0.1210610175
647	0.1210380715
648	0.1210100753
649	0.1209783621
650	0.120945955
651	0.120930765
652	0.1209097002
653	0.1208934525
654	0.1208688775
655	0.120839865
656	0.1208105192
657	0.1207840662
658	0.1207520635
659	0.1207289998
660	0.1207034651
661	0.1206722779
662	0.1206365151
663	0.1205927427
664	0.1205696223
665	0.1205385124
666	0.1204954525
667	0.1204700536
668	0.1204399176
669	0.1204141462
670	0.1203994642
671	0.120351457
672	0.1203368719
673	0.1203032391
674	0.1202872929
675	0.1202675451
676	0.1202376188
677	0.1202082605
678	0.1201828712
679	0.1201474252
680	0.1201306941
681	0.1201174301
682	0.1200932025
683	0.1200494479
684	0.1200140202
685	0.119979585
686	0.1199427058
687	0.1199102105
688	0.1198734154
689	0.1198365098
690	0.1198298298
691	0.1197971389
692	0.1197685366
693	0.1197488367
694	0.1197299011
695	0.1196948718
696	0.1196811315
697	0.1196669329
698	0.1196366471
699	0.1196130545
700	0.1195769282
701	0.119556138
702	0.1195299058
703	0.1195047075
704	0.1194779995
705	0.1194401967
706	0.1194203
707	0.1193934492
708	0.1193628943
709	0.119321999
710	0.1192814322
711	0.1192473693
712	0.1192140302
713	0.1191947506
714	0.1191628317
715	0.1191289545
716	0.1191097413
717	0.1190837069
718	0.1190595607
719	0.1190265283
720	0.1190000184
721	0.1189726222
722	0.1189443707
723	0.1189226731
724	0.1188924165
725	0.1188782929
726	0.1188477547
727	0.1188168071
728	0.1187913488
729	0.1187700267
730	0.1187282351
731	0.1186844468
732	0.1186576079
733	0.1186315189
734	0.1186003543
735	0.1185953055
736	0.1185685158
737	0.118533477
738	0.1185146183
739	0.1184888792
740	0.1184587654
741	0.1184425746
742	0.1184036592
743	0.1183855844
744	0.1183390401
745	0.1183150708
746	0.1182881178
747	0.1182545428
748	0.1182217485
749	0.1181887717
750	0.1181605537
751	0.1181274678
752	0.1181096897
753	0.1180854118
754	0.1180596905
755	0.1180334839
756	0.1180038358
757	0.1179777002
758	0.1179502996
759	0.1179291963
760	0.1179121649
761	0.117896484
762	0.1178552612
763	0.1178217784
764	0.1178107772
765	0.117793679
766	0.1177549918
767	0.1177258661
768	0.11769787
769	0.1176672658
770	0.117638499
771	0.1176207258
772	0.1176071757
773	0.1175823971
774	0.1175576456
775	0.1175439968
776	0.1175036667
777	0.1174719471
778	0.1174497161
779	0.1174356198
780	0.1174030142
781	0.117388032
782	0.117360148
783	0.117328525
784	0.1173014325
785	0.1172709681
786	0.1172386954
787	0.117222532
788	0.1171959226
789	0.1171799285
790	0.1171523021
791	0.1171277424
792	0.117095131
793	0.1170597294
794	0.1170407764
795	0.117006116
796	0.1169791849
797	0.1169649011
798	0.1169293801
799	0.1169073897
800	0.1168721804
801	0.1168354693
802	0.1168164807
803	0.1168028324
804	0.1167688501
805	0.1167391963
806	0.1167079541
807	0.116683768
808	0.1166527505
809	0.1166318503
810	0.1166122617
811	0.1165855195
812	0.1165602089
813	0.1165452457
814	0.1165091131
815	0.1164796499
816	0.1164461196
817	0.1163977228
818	0.1163723249
819	0.1163518067
820	0.1163201317
821	0.1162940315
822	0.1162659445
823	0.1162416408
824	0.1162146335
825	0.1161778963
826	0.1161520009
827	0.1161216015
828	0.1160864229
829	0.1160596462
830	0.1160317581
831	0.1159952203
832	0.1159802468
833	0.1159571689
834	0.1159319915
835	0.1159038696
836	0.1158869514
837	0.1158642296
838	0.1158404731
839	0.1158234734
840	0.115805725
841	0.1157795165
842	0.1157613126
843	0.1157294588
844	0.1156915872
845	0.1156680014
846	0.1156397821
847	0.1156116993
848	0.115580653
849	0.1155538693
850	0.1155310737
851	0.1155063108
852	0.1154728739
853	0.115454914
854	0.1154197761
855	0.1153908153
856	0.1153659984
857	0.1153331847
858	0.115306465
859	0.1152738459
860	0.1152608732
861	0.1152302194
862	0.1152048197
863	0.1151758736
864	0.1151553911
865	0.115144141
866	0.1151266401
867	0.1150939361
868	0.1150670024
869	0.1150377749
870	0.1150076838
871	0.1149846791
872	0.1149524637
873	0.1149203496
874	0.1148787071
875	0.114859437
876	0.1148400663
877	0.1148098393
878	0.1147878551
879	0.1147601531
880	0.1147463766
881	0.1147338521
882	0.114706437
883	0.1146740084
884	0.1146537229
885	0.114615944
886	0.1145841644
887	0.1145578408
888	0.1145362315
889	0.1145226046
890	0.114498303
891	0.114479052
892	0.1144495578
893	0.1144221096
894	0.1144005547
895	0.1143708947
896	0.1143354222
897	0.1143001899
898	0.1142713542
899	0.1142581976
900	0.11423925
901	0.1142140804
902	0.11418818
903	0.1141741078
904	0.1141573961
905	0.1141252847
906	0.1141040066
907	0.1140875375
908	0.1140568307
909	0.1140425115
910	0.1140106482
911	0.1139969841
912	0.113978368
913	0.1139562971
914	0.1139377027
915	0.113912337
916	0.1138845252
917	0.113856658
918	0.1138337832
919	0.1138170319
920	0.1137865727
921	0.1137551807
922	0.1137249817
923	0.1137085508
924	0.1136822331
925	0.1136619744
926	0.1136415938
927	0.1136160608
928	0.1135905694
929	0.1135641009
930	0.1135443762
931	0.113524244
932	0.1134944814
933	0.1134822602
934	0.1134551679
935	0.1134246913
936	0.1133964723
937	0.113383833
938	0.1133555694
939	0.1133363844
940	0.1133224727
941	0.1132941018
942	0.1132688564
943	0.1132427028
944	0.1132165977
945	0.1131895528
946	0.1131728047
947	0.1131461805
948	0.1131172578
949	0.1130957237
950	0.1130807432
951	0.1130625458
952	0.1130408814
953	0.1130176085
954	0.1129830387
955	0.1129643063
956	0.112935406
957	0.112914536
958	0.1128841753
959	0.1128759002
960	0.1128556413
961	0.1128455719
962	0.1128271444
963	0.112798208
964	0.1127692964
965	0.1127379825
966	0.1127139377
967	0.112693787
968	0.1126638245
969	0.1126433619
970	0.112617378
971	0.1125891341
972	0.1125557394
973	0.112531863
974	0.1125114507
975	0.112496475
976	0.1124675438
977	0.1124448109
978	0.1124193756
979	0.1124036634
980	0.1123829598
981	0.1123569155
982	0.1123412145
983	0.1123199566
984	0.1122958828
985	0.112273227
986	0.1122524016
987	0.1122254774
988	0.1122105512
989	0.1121882037
990	0.1121709357
991	0.1121430429
992	0.1121131388
993	0.1120810946
994	0.1120638645
995	0.1120473897
996	0.1120112822
997	0.1119910731
998	0.1119649527
999	0.1119307289
